full_text,Filtering,Case_Folding,Tokenizing,Stemming,Stopwords_Removal
ᅠ ᅠ ᅠ Insomnia finally took a toll on me. Kepala rasanya udah kaya dangdutan sendiri. I need my girl back. ᅠ ᅠ https://t.co/2RMBX4wqXD,ᅠ ᅠ ᅠ Insomnia finally took a toll on me Kepala rasanya udah kaya dangdutan sendiri I need my girl back ᅠ ᅠ ,ᅠ ᅠ ᅠ insomnia finally took a toll on me kepala rasanya udah kaya dangdutan sendiri i need my girl back ᅠ ᅠ ,"['ᅠ', 'ᅠ', 'ᅠ', 'insomnia', 'finally', 'took', 'a', 'toll', 'on', 'me', 'kepala', 'rasanya', 'udah', 'kaya', 'dangdutan', 'sendiri', 'i', 'need', 'my', 'girl', 'back', 'ᅠ', 'ᅠ']","['', '', '', 'insomnia', 'finally', 'took', 'a', 'toll', 'on', 'me', 'kepala', 'rasa', 'udah', 'kaya', 'dangdut', 'sendiri', 'i', 'need', 'my', 'girl', 'back', '', '']","['', '', '', 'insomnia', 'finally', 'took', 'a', 'toll', 'on', 'me', 'kepala', 'udah', 'kaya', 'dangdut', 'i', 'need', 'my', 'girl', 'back', '', '']"
@Ex_insomnia kesayangan ponakan ia, kesayangan ponakan ia, kesayangan ponakan ia,"['kesayangan', 'ponakan', 'ia']","['sayang', 'ponakan', 'ia']","['sayang', 'ponakan']"
@Ex_insomnia wkwkwk kepleset, wkwkwk kepleset, wkwkwk kepleset,"['wkwkwk', 'kepleset']","['wkwkwk', 'kepleset']","['wkwkwk', 'kepleset']"
@suksaetbyeoli7 HAHAHAHAHAHA katanya insomnia by tau2 buka buku lah langsung ngorok dia, HAHAHAHAHAHA katanya insomnia by tau buka buku lah langsung ngorok dia, hahahahahaha katanya insomnia by tau buka buku lah langsung ngorok dia,"['hahahahahaha', 'katanya', 'insomnia', 'by', 'tau', 'buka', 'buku', 'lah', 'langsung', 'ngorok', 'dia']","['hahahahahaha', 'kata', 'insomnia', 'by', 'tau', 'buka', 'buku', 'lah', 'langsung', 'ngorok', 'dia']","['hahahahahaha', 'insomnia', 'by', 'tau', 'buka', 'buku', 'langsung', 'ngorok']"
@xendless_s @carlaaura ya soalnya pasien insomnia pengguna lorazepam,  ya soalnya pasien insomnia pengguna lorazepam,  ya soalnya pasien insomnia pengguna lorazepam,"['ya', 'soalnya', 'pasien', 'insomnia', 'pengguna', 'lorazepam']","['ya', 'soal', 'pasien', 'insomnia', 'guna', 'lorazepam']","['ya', 'pasien', 'insomnia', 'lorazepam']"
@maia_klp48 InSomnia juga teh?, InSomnia juga teh, insomnia juga teh,"['insomnia', 'juga', 'teh']","['insomnia', 'juga', 'teh']","['insomnia', 'teh']"
@ccmh_comics Pernah insomnia kurleb sebulan kemudian perbaiki pola hidup. Sore coba jogging / jalan - jalan cari keringet konsumsi blackmores yg kandungan magnesium lalu pas tidur nyetel org podcast. Bisa deh tidur teratur jam 10 , Pernah insomnia kurleb sebulan kemudian perbaiki pola hidup Sore coba jogging  jalan  jalan cari keringet konsumsi blackmores yg kandungan magnesium lalu pas tidur nyetel org podcast Bisa deh tidur teratur jam  , pernah insomnia kurleb sebulan kemudian perbaiki pola hidup sore coba jogging  jalan  jalan cari keringet konsumsi blackmores yg kandungan magnesium lalu pas tidur nyetel org podcast bisa deh tidur teratur jam  ,"['pernah', 'insomnia', 'kurleb', 'sebulan', 'kemudian', 'perbaiki', 'pola', 'hidup', 'sore', 'coba', 'jogging', 'jalan', 'jalan', 'cari', 'keringet', 'konsumsi', 'blackmores', 'yg', 'kandungan', 'magnesium', 'lalu', 'pas', 'tidur', 'nyetel', 'org', 'podcast', 'bisa', 'deh', 'tidur', 'teratur', 'jam']","['pernah', 'insomnia', 'kurleb', 'bulan', 'kemudian', 'baik', 'pola', 'hidup', 'sore', 'coba', 'jogging', 'jalan', 'jalan', 'cari', 'keringet', 'konsumsi', 'blackmores', 'yg', 'kandung', 'magnesium', 'lalu', 'pas', 'tidur', 'nyetel', 'org', 'podcast', 'bisa', 'deh', 'tidur', 'atur', 'jam']","['insomnia', 'kurleb', 'pola', 'hidup', 'sore', 'coba', 'jogging', 'jalan', 'jalan', 'cari', 'keringet', 'konsumsi', 'blackmores', 'yg', 'kandung', 'magnesium', 'pas', 'tidur', 'nyetel', 'org', 'podcast', 'deh', 'tidur', 'atur', 'jam']"
Insomnia Kronis Tingkatkan Risiko Demensia hingga 40 Persen Studi Neurology Ungkap Fakta Mengejutkan https://t.co/FGnuN28kdL,Insomnia Kronis Tingkatkan Risiko Demensia hingga  Persen Studi Neurology Ungkap Fakta Mengejutkan ,insomnia kronis tingkatkan risiko demensia hingga  persen studi neurology ungkap fakta mengejutkan ,"['insomnia', 'kronis', 'tingkatkan', 'risiko', 'demensia', 'hingga', 'persen', 'studi', 'neurology', 'ungkap', 'fakta', 'mengejutkan']","['insomnia', 'kronis', 'tingkat', 'risiko', 'demensia', 'hingga', 'persen', 'studi', 'neurology', 'ungkap', 'fakta', 'kejut']","['insomnia', 'kronis', 'tingkat', 'risiko', 'demensia', 'persen', 'studi', 'neurology', 'fakta', 'kejut']"
@RianEkkyP Gue juga belum yan :(, Gue juga belum yan , gue juga belum yan ,"['gue', 'juga', 'belum', 'yan']","['gue', 'juga', 'belum', 'yan']","['gue', 'yan']"
Tepat setahun yang lalu diwaktu yg sama gue melihat gimana sakaratul maut menjemput ibu gue tepat di depan mata dan resmi jadi anak yatim piatu dan itu yg selalu ngingetin gue kalo lagi kebangun di malam hari atau lagi insomnia moment yg gak bakal bisa gue lupain seumur hidup,Tepat setahun yang lalu diwaktu yg sama gue melihat gimana sakaratul maut menjemput ibu gue tepat di depan mata dan resmi jadi anak yatim piatu dan itu yg selalu ngingetin gue kalo lagi kebangun di malam hari atau lagi insomnia moment yg gak bakal bisa gue lupain seumur hidup,tepat setahun yang lalu diwaktu yg sama gue melihat gimana sakaratul maut menjemput ibu gue tepat di depan mata dan resmi jadi anak yatim piatu dan itu yg selalu ngingetin gue kalo lagi kebangun di malam hari atau lagi insomnia moment yg gak bakal bisa gue lupain seumur hidup,"['tepat', 'setahun', 'yang', 'lalu', 'diwaktu', 'yg', 'sama', 'gue', 'melihat', 'gimana', 'sakaratul', 'maut', 'menjemput', 'ibu', 'gue', 'tepat', 'di', 'depan', 'mata', 'dan', 'resmi', 'jadi', 'anak', 'yatim', 'piatu', 'dan', 'itu', 'yg', 'selalu', 'ngingetin', 'gue', 'kalo', 'lagi', 'kebangun', 'di', 'malam', 'hari', 'atau', 'lagi', 'insomnia', 'moment', 'yg', 'gak', 'bakal', 'bisa', 'gue', 'lupain', 'seumur', 'hidup']","['tepat', 'tahun', 'yang', 'lalu', 'waktu', 'yg', 'sama', 'gue', 'lihat', 'gimana', 'sakaratul', 'maut', 'jemput', 'ibu', 'gue', 'tepat', 'di', 'depan', 'mata', 'dan', 'resmi', 'jadi', 'anak', 'yatim', 'piatu', 'dan', 'itu', 'yg', 'selalu', 'ngingetin', 'gue', 'kalo', 'lagi', 'bangun', 'di', 'malam', 'hari', 'atau', 'lagi', 'insomnia', 'moment', 'yg', 'gak', 'bakal', 'bisa', 'gue', 'lupain', 'umur', 'hidup']","['yg', 'gue', 'lihat', 'gimana', 'sakaratul', 'maut', 'jemput', 'gue', 'mata', 'resmi', 'anak', 'yatim', 'piatu', 'yg', 'ngingetin', 'gue', 'kalo', 'bangun', 'malam', 'insomnia', 'moment', 'yg', 'gak', 'gue', 'lupain', 'umur', 'hidup']"
kadang kalo liat muka sendiri suka ngerenyuh gak kerasa udah jadi om om.,kadang kalo liat muka sendiri suka ngerenyuh gak kerasa udah jadi om om,kadang kalo liat muka sendiri suka ngerenyuh gak kerasa udah jadi om om,"['kadang', 'kalo', 'liat', 'muka', 'sendiri', 'suka', 'ngerenyuh', 'gak', 'kerasa', 'udah', 'jadi', 'om', 'om']","['kadang', 'kalo', 'liat', 'muka', 'sendiri', 'suka', 'ngerenyuh', 'gak', 'rasa', 'udah', 'jadi', 'om', 'om']","['kadang', 'kalo', 'liat', 'muka', 'suka', 'ngerenyuh', 'gak', 'udah', 'om', 'om']"
8. The Best Thing The Best Thing adalah drama romantis Tiongkok tentang Shen Xi Fan manajer hotel yang menderita insomnia dan migrain akibat stres kerja yang akhirnya bertemu dan jatuh cinta dengan He Su Ye seorang dokter pengobatan tradisional Tiongkok. https://t.co/lTpPmpyBkD, The Best Thing The Best Thing adalah drama romantis Tiongkok tentang Shen Xi Fan manajer hotel yang menderita insomnia dan migrain akibat stres kerja yang akhirnya bertemu dan jatuh cinta dengan He Su Ye seorang dokter pengobatan tradisional Tiongkok , the best thing the best thing adalah drama romantis tiongkok tentang shen xi fan manajer hotel yang menderita insomnia dan migrain akibat stres kerja yang akhirnya bertemu dan jatuh cinta dengan he su ye seorang dokter pengobatan tradisional tiongkok ,"['the', 'best', 'thing', 'the', 'best', 'thing', 'adalah', 'drama', 'romantis', 'tiongkok', 'tentang', 'shen', 'xi', 'fan', 'manajer', 'hotel', 'yang', 'menderita', 'insomnia', 'dan', 'migrain', 'akibat', 'stres', 'kerja', 'yang', 'akhirnya', 'bertemu', 'dan', 'jatuh', 'cinta', 'dengan', 'he', 'su', 'ye', 'seorang', 'dokter', 'pengobatan', 'tradisional', 'tiongkok']","['the', 'best', 'thing', 'the', 'best', 'thing', 'adalah', 'drama', 'romantis', 'tiongkok', 'tentang', 'shen', 'xi', 'fan', 'manajer', 'hotel', 'yang', 'derita', 'insomnia', 'dan', 'migrain', 'akibat', 'stres', 'kerja', 'yang', 'akhir', 'temu', 'dan', 'jatuh', 'cinta', 'dengan', 'he', 'su', 'ye', 'orang', 'dokter', 'obat', 'tradisional', 'tiongkok']","['the', 'best', 'thing', 'the', 'best', 'thing', 'drama', 'romantis', 'tiongkok', 'shen', 'xi', 'fan', 'manajer', 'hotel', 'derita', 'insomnia', 'migrain', 'akibat', 'stres', 'kerja', 'temu', 'jatuh', 'cinta', 'he', 'su', 'ye', 'orang', 'dokter', 'obat', 'tradisional', 'tiongkok']"
bandung dingin cuy. hujan mulu. https://t.co/9zbKnYum7d,bandung dingin cuy hujan mulu ,bandung dingin cuy hujan mulu ,"['bandung', 'dingin', 'cuy', 'hujan', 'mulu']","['bandung', 'dingin', 'cuy', 'hujan', 'mulu']","['bandung', 'dingin', 'cuy', 'hujan', 'mulu']"
@insomnia_0201 Deepu , Deepu , deepu ,['deepu'],['deepu'],['deepu']
@beeaane aku nemu komentar terngakak wkwk https://t.co/7KWGv2aEVH, aku nemu komentar terngakak wkwk , aku nemu komentar terngakak wkwk ,"['aku', 'nemu', 'komentar', 'terngakak', 'wkwk']","['aku', 'nemu', 'komentar', 'terngakak', 'wkwk']","['nemu', 'komentar', 'terngakak', 'wkwk']"
Wah cuacanya https://t.co/HVfeuccf9S,Wah cuacanya ,wah cuacanya ,"['wah', 'cuacanya']","['wah', 'cuaca']",['cuaca']
@nina_cn11 Salam kenal mmm di uluwatu?, Salam kenal mmm di uluwatu, salam kenal mmm di uluwatu,"['salam', 'kenal', 'mmm', 'di', 'uluwatu']","['salam', 'kenal', 'mmm', 'di', 'uluwatu']","['salam', 'kenal', 'mmm', 'uluwatu']"
@putmark_ emang udah insomnia akut kalo ada aktivitas pagii yaa ga tidur, emang udah insomnia akut kalo ada aktivitas pagii yaa ga tidur, emang udah insomnia akut kalo ada aktivitas pagii yaa ga tidur,"['emang', 'udah', 'insomnia', 'akut', 'kalo', 'ada', 'aktivitas', 'pagii', 'yaa', 'ga', 'tidur']","['emang', 'udah', 'insomnia', 'akut', 'kalo', 'ada', 'aktivitas', 'pagi', 'yaa', 'ga', 'tidur']","['emang', 'udah', 'insomnia', 'akut', 'kalo', 'aktivitas', 'pagi', 'yaa', 'ga', 'tidur']"
Matlb yeh khawab v pura na ho saka https://t.co/RRmkwxPx3l,Matlb yeh khawab v pura na ho saka ,matlb yeh khawab v pura na ho saka ,"['matlb', 'yeh', 'khawab', 'v', 'pura', 'na', 'ho', 'saka']","['matlb', 'yeh', 'khawab', 'v', 'pura', 'na', 'ho', 'saka']","['matlb', 'yeh', 'khawab', 'v', 'pura', 'na', 'ho', 'saka']"
Makan dulu https://t.co/OgWqHddgRb,Makan dulu ,makan dulu ,"['makan', 'dulu']","['makan', 'dulu']",['makan']
inhaler ini tuh ajaib banget bisa bikin tidur lebih nyenyak bahannya juga dari herbal jadi gak bikin ketergantungan dan aman. sudah BPOM dan halal. yg lagi struggle sama insomnia inhaler ini bisa jadi pilihan yg tepat. https://t.co/EDrq6QmtHQ https://t.co/Q4F58MQTgG,inhaler ini tuh ajaib banget bisa bikin tidur lebih nyenyak bahannya juga dari herbal jadi gak bikin ketergantungan dan aman sudah BPOM dan halal yg lagi struggle sama insomnia inhaler ini bisa jadi pilihan yg tepat  ,inhaler ini tuh ajaib banget bisa bikin tidur lebih nyenyak bahannya juga dari herbal jadi gak bikin ketergantungan dan aman sudah bpom dan halal yg lagi struggle sama insomnia inhaler ini bisa jadi pilihan yg tepat  ,"['inhaler', 'ini', 'tuh', 'ajaib', 'banget', 'bisa', 'bikin', 'tidur', 'lebih', 'nyenyak', 'bahannya', 'juga', 'dari', 'herbal', 'jadi', 'gak', 'bikin', 'ketergantungan', 'dan', 'aman', 'sudah', 'bpom', 'dan', 'halal', 'yg', 'lagi', 'struggle', 'sama', 'insomnia', 'inhaler', 'ini', 'bisa', 'jadi', 'pilihan', 'yg', 'tepat']","['inhaler', 'ini', 'tuh', 'ajaib', 'banget', 'bisa', 'bikin', 'tidur', 'lebih', 'nyenyak', 'bahan', 'juga', 'dari', 'herbal', 'jadi', 'gak', 'bikin', 'gantung', 'dan', 'aman', 'sudah', 'bpom', 'dan', 'halal', 'yg', 'lagi', 'struggle', 'sama', 'insomnia', 'inhaler', 'ini', 'bisa', 'jadi', 'pilih', 'yg', 'tepat']","['inhaler', 'tuh', 'ajaib', 'banget', 'bikin', 'tidur', 'nyenyak', 'bahan', 'herbal', 'gak', 'bikin', 'gantung', 'aman', 'bpom', 'halal', 'yg', 'struggle', 'insomnia', 'inhaler', 'pilih', 'yg']"
@tvbzify Insomnia gang, Insomnia gang, insomnia gang,"['insomnia', 'gang']","['insomnia', 'gang']","['insomnia', 'gang']"
@nina_cn11 Siang, Siang, siang,['siang'],['siang'],['siang']
Nuh uh,Nuh uh,nuh uh,"['nuh', 'uh']","['nuh', 'uh']","['nuh', 'uh']"
Dan sebenernya salah satu faktor terbesar insomnia ku ya dia. Obat insomnia nya? Ya dia lagi ,Dan sebenernya salah satu faktor terbesar insomnia ku ya dia Obat insomnia nya Ya dia lagi ,dan sebenernya salah satu faktor terbesar insomnia ku ya dia obat insomnia nya ya dia lagi ,"['dan', 'sebenernya', 'salah', 'satu', 'faktor', 'terbesar', 'insomnia', 'ku', 'ya', 'dia', 'obat', 'insomnia', 'nya', 'ya', 'dia', 'lagi']","['dan', 'sebenernya', 'salah', 'satu', 'faktor', 'besar', 'insomnia', 'ku', 'ya', 'dia', 'obat', 'insomnia', 'nya', 'ya', 'dia', 'lagi']","['sebenernya', 'salah', 'faktor', 'insomnia', 'ku', 'ya', 'obat', 'insomnia', 'nya', 'ya']"
Jual obat bius cair/obat tidur CHLOROFROM POISON bermanfaat : mengobati insomnia mengobati stress fikiran Mengobati depresi dll pemakaian bisa di tetesin ke makanan atau minuman bisa juga di sapu tangan untuk bius. Order whatsapp : +6285295080903 @MeiyraShop https://t.co/LNRVfUZBOv,Jual obat bius cairobat tidur CHLOROFROM POISON bermanfaat  mengobati insomnia mengobati stress fikiran Mengobati depresi dll pemakaian bisa di tetesin ke makanan atau minuman bisa juga di sapu tangan untuk bius Order whatsapp    ,jual obat bius cairobat tidur chlorofrom poison bermanfaat  mengobati insomnia mengobati stress fikiran mengobati depresi dll pemakaian bisa di tetesin ke makanan atau minuman bisa juga di sapu tangan untuk bius order whatsapp    ,"['jual', 'obat', 'bius', 'cairobat', 'tidur', 'chlorofrom', 'poison', 'bermanfaat', 'mengobati', 'insomnia', 'mengobati', 'stress', 'fikiran', 'mengobati', 'depresi', 'dll', 'pemakaian', 'bisa', 'di', 'tetesin', 'ke', 'makanan', 'atau', 'minuman', 'bisa', 'juga', 'di', 'sapu', 'tangan', 'untuk', 'bius', 'order', 'whatsapp']","['jual', 'obat', 'bius', 'cairobat', 'tidur', 'chlorofrom', 'poison', 'manfaat', 'obat', 'insomnia', 'obat', 'stress', 'fikiran', 'obat', 'depresi', 'dll', 'pakai', 'bisa', 'di', 'tetesin', 'ke', 'makan', 'atau', 'minum', 'bisa', 'juga', 'di', 'sapu', 'tangan', 'untuk', 'bius', 'order', 'whatsapp']","['jual', 'obat', 'bius', 'cairobat', 'tidur', 'chlorofrom', 'poison', 'manfaat', 'obat', 'insomnia', 'obat', 'stress', 'fikiran', 'obat', 'depresi', 'dll', 'pakai', 'tetesin', 'makan', 'minum', 'sapu', 'tangan', 'bius', 'order', 'whatsapp']"
@shiniciizumi_ Saya jg lagi nyari magnesium glycinate buat ngatasin insomnia. Lagi mempertimbangkan antara solaray atau naturebell https://t.co/8CiR8lfRSR, Saya jg lagi nyari magnesium glycinate buat ngatasin insomnia Lagi mempertimbangkan antara solaray atau naturebell , saya jg lagi nyari magnesium glycinate buat ngatasin insomnia lagi mempertimbangkan antara solaray atau naturebell ,"['saya', 'jg', 'lagi', 'nyari', 'magnesium', 'glycinate', 'buat', 'ngatasin', 'insomnia', 'lagi', 'mempertimbangkan', 'antara', 'solaray', 'atau', 'naturebell']","['saya', 'jg', 'lagi', 'nyari', 'magnesium', 'glycinate', 'buat', 'ngatasin', 'insomnia', 'lagi', 'timbang', 'antara', 'solaray', 'atau', 'naturebell']","['jg', 'nyari', 'magnesium', 'glycinate', 'ngatasin', 'insomnia', 'timbang', 'solaray', 'naturebell']"
@hafilova @jktworldcinema Istilah perfect cure for insomnia adalah benar karena aku beberapa kali microsleeping dan ketiduran di part cerita anak kecil. Di antara 5 cerita yg ada cuman ini yang engga nyangkut di otak sama sekali ,  Istilah perfect cure for insomnia adalah benar karena aku beberapa kali microsleeping dan ketiduran di part cerita anak kecil Di antara  cerita yg ada cuman ini yang engga nyangkut di otak sama sekali ,  istilah perfect cure for insomnia adalah benar karena aku beberapa kali microsleeping dan ketiduran di part cerita anak kecil di antara  cerita yg ada cuman ini yang engga nyangkut di otak sama sekali ,"['istilah', 'perfect', 'cure', 'for', 'insomnia', 'adalah', 'benar', 'karena', 'aku', 'beberapa', 'kali', 'microsleeping', 'dan', 'ketiduran', 'di', 'part', 'cerita', 'anak', 'kecil', 'di', 'antara', 'cerita', 'yg', 'ada', 'cuman', 'ini', 'yang', 'engga', 'nyangkut', 'di', 'otak', 'sama', 'sekali']","['istilah', 'perfect', 'cure', 'for', 'insomnia', 'adalah', 'benar', 'karena', 'aku', 'beberapa', 'kali', 'microsleeping', 'dan', 'tidur', 'di', 'part', 'cerita', 'anak', 'kecil', 'di', 'antara', 'cerita', 'yg', 'ada', 'cuman', 'ini', 'yang', 'engga', 'nyangkut', 'di', 'otak', 'sama', 'sekali']","['istilah', 'perfect', 'cure', 'for', 'insomnia', 'kali', 'microsleeping', 'tidur', 'part', 'cerita', 'anak', 'cerita', 'yg', 'cuman', 'engga', 'nyangkut', 'otak']"
Enggak lupa juga rujukan dokter ke Poli Jiwa : depresi insomnia indikasi self-harm. Rasanya dunia ikutan roboh https://t.co/8ZG6dfuXor,Enggak lupa juga rujukan dokter ke Poli Jiwa  depresi insomnia indikasi selfharm Rasanya dunia ikutan roboh ,enggak lupa juga rujukan dokter ke poli jiwa  depresi insomnia indikasi selfharm rasanya dunia ikutan roboh ,"['enggak', 'lupa', 'juga', 'rujukan', 'dokter', 'ke', 'poli', 'jiwa', 'depresi', 'insomnia', 'indikasi', 'selfharm', 'rasanya', 'dunia', 'ikutan', 'roboh']","['enggak', 'lupa', 'juga', 'rujuk', 'dokter', 'ke', 'pol', 'jiwa', 'depresi', 'insomnia', 'indikasi', 'selfharm', 'rasa', 'dunia', 'ikut', 'roboh']","['lupa', 'rujuk', 'dokter', 'pol', 'jiwa', 'depresi', 'insomnia', 'indikasi', 'selfharm', 'dunia', 'roboh']"
Stres berkepanjangan insomnia keliyengan tiap aktivitas asam lambung naik sering pingsan. Kupikir cuma kecapekan biasa ternyata bukan https://t.co/lNbIIpO1tN,Stres berkepanjangan insomnia keliyengan tiap aktivitas asam lambung naik sering pingsan Kupikir cuma kecapekan biasa ternyata bukan ,stres berkepanjangan insomnia keliyengan tiap aktivitas asam lambung naik sering pingsan kupikir cuma kecapekan biasa ternyata bukan ,"['stres', 'berkepanjangan', 'insomnia', 'keliyengan', 'tiap', 'aktivitas', 'asam', 'lambung', 'naik', 'sering', 'pingsan', 'kupikir', 'cuma', 'kecapekan', 'biasa', 'ternyata', 'bukan']","['stres', 'panjang', 'insomnia', 'keliyengan', 'tiap', 'aktivitas', 'asam', 'lambung', 'naik', 'sering', 'pingsan', 'pikir', 'cuma', 'cape', 'biasa', 'nyata', 'bukan']","['stres', 'insomnia', 'keliyengan', 'aktivitas', 'asam', 'lambung', 'pingsan', 'pikir', 'cape', 'nyata']"
@seiishiron Kalau insomnia udah ganggu aktivitas emg psikiater bisa bantu dgn terapi + obat tidur resep. Obat ini ga bisa dibeli bebas ya harus resep sesuai kondisi. Praktis konsul psikiater Halodoc Kode hemat Konsul: KONSULCBWYNFS Obat resmi: OBATCBLHY0R, Kalau insomnia udah ganggu aktivitas emg psikiater bisa bantu dgn terapi  obat tidur resep Obat ini ga bisa dibeli bebas ya harus resep sesuai kondisi Praktis konsul psikiater Halodoc Kode hemat Konsul KONSULCBWYNFS Obat resmi OBATCBLHYR, kalau insomnia udah ganggu aktivitas emg psikiater bisa bantu dgn terapi  obat tidur resep obat ini ga bisa dibeli bebas ya harus resep sesuai kondisi praktis konsul psikiater halodoc kode hemat konsul konsulcbwynfs obat resmi obatcblhyr,"['kalau', 'insomnia', 'udah', 'ganggu', 'aktivitas', 'emg', 'psikiater', 'bisa', 'bantu', 'dgn', 'terapi', 'obat', 'tidur', 'resep', 'obat', 'ini', 'ga', 'bisa', 'dibeli', 'bebas', 'ya', 'harus', 'resep', 'sesuai', 'kondisi', 'praktis', 'konsul', 'psikiater', 'halodoc', 'kode', 'hemat', 'konsul', 'konsulcbwynfs', 'obat', 'resmi', 'obatcblhyr']","['kalau', 'insomnia', 'udah', 'ganggu', 'aktivitas', 'emg', 'psikiater', 'bisa', 'bantu', 'dgn', 'terapi', 'obat', 'tidur', 'resep', 'obat', 'ini', 'ga', 'bisa', 'beli', 'bebas', 'ya', 'harus', 'resep', 'sesuai', 'kondisi', 'praktis', 'konsul', 'psikiater', 'halodoc', 'kode', 'hemat', 'konsul', 'konsulcbwynfs', 'obat', 'resmi', 'obatcblhyr']","['insomnia', 'udah', 'ganggu', 'aktivitas', 'emg', 'psikiater', 'bantu', 'dgn', 'terapi', 'obat', 'tidur', 'resep', 'obat', 'ga', 'beli', 'bebas', 'ya', 'resep', 'sesuai', 'kondisi', 'praktis', 'konsul', 'psikiater', 'halodoc', 'kode', 'hemat', 'konsul', 'konsulcbwynfs', 'obat', 'resmi', 'obatcblhyr']"
@aurorrion ????? Minat naruh loudspeaker di telinganya trs muter insomnia 24 jam,  Minat naruh loudspeaker di telinganya trs muter insomnia  jam,  minat naruh loudspeaker di telinganya trs muter insomnia  jam,"['minat', 'naruh', 'loudspeaker', 'di', 'telinganya', 'trs', 'muter', 'insomnia', 'jam']","['minat', 'naruh', 'loudspeaker', 'di', 'telinga', 'trs', 'muter', 'insomnia', 'jam']","['minat', 'naruh', 'loudspeaker', 'telinga', 'trs', 'muter', 'insomnia', 'jam']"
@_00ayxoxo emang udah insomnia akut jam tidurku kebalik dari manusia normal, emang udah insomnia akut jam tidurku kebalik dari manusia normal, emang udah insomnia akut jam tidurku kebalik dari manusia normal,"['emang', 'udah', 'insomnia', 'akut', 'jam', 'tidurku', 'kebalik', 'dari', 'manusia', 'normal']","['emang', 'udah', 'insomnia', 'akut', 'jam', 'tidur', 'balik', 'dari', 'manusia', 'normal']","['emang', 'udah', 'insomnia', 'akut', 'jam', 'tidur', 'manusia', 'normal']"
@Fyang_23 @xendless_s Menurutku pernyataan Kepala BNN itu lebih ke indikator umum bukan diagnosis pasti. Begadang bisa karena banyak hal: kerja malam belajar atau insomnia bukan selalu narkoba. Kalau kamu gak pernah keluar dan gak ada tanda lain (seperti perubahan perilaku) kemungkinan besar,  Menurutku pernyataan Kepala BNN itu lebih ke indikator umum bukan diagnosis pasti Begadang bisa karena banyak hal kerja malam belajar atau insomnia bukan selalu narkoba Kalau kamu gak pernah keluar dan gak ada tanda lain seperti perubahan perilaku kemungkinan besar,  menurutku pernyataan kepala bnn itu lebih ke indikator umum bukan diagnosis pasti begadang bisa karena banyak hal kerja malam belajar atau insomnia bukan selalu narkoba kalau kamu gak pernah keluar dan gak ada tanda lain seperti perubahan perilaku kemungkinan besar,"['menurutku', 'pernyataan', 'kepala', 'bnn', 'itu', 'lebih', 'ke', 'indikator', 'umum', 'bukan', 'diagnosis', 'pasti', 'begadang', 'bisa', 'karena', 'banyak', 'hal', 'kerja', 'malam', 'belajar', 'atau', 'insomnia', 'bukan', 'selalu', 'narkoba', 'kalau', 'kamu', 'gak', 'pernah', 'keluar', 'dan', 'gak', 'ada', 'tanda', 'lain', 'seperti', 'perubahan', 'perilaku', 'kemungkinan', 'besar']","['turut', 'nyata', 'kepala', 'bnn', 'itu', 'lebih', 'ke', 'indikator', 'umum', 'bukan', 'diagnosis', 'pasti', 'begadang', 'bisa', 'karena', 'banyak', 'hal', 'kerja', 'malam', 'ajar', 'atau', 'insomnia', 'bukan', 'selalu', 'narkoba', 'kalau', 'kamu', 'gak', 'pernah', 'keluar', 'dan', 'gak', 'ada', 'tanda', 'lain', 'seperti', 'ubah', 'perilaku', 'mungkin', 'besar']","['nyata', 'kepala', 'bnn', 'indikator', 'diagnosis', 'begadang', 'kerja', 'malam', 'ajar', 'insomnia', 'narkoba', 'gak', 'gak', 'tanda', 'ubah', 'perilaku']"
@reinkarnassii udah insomnia akutt, udah insomnia akutt, udah insomnia akutt,"['udah', 'insomnia', 'akutt']","['udah', 'insomnia', 'akutt']","['udah', 'insomnia', 'akutt']"
Bisakah Aplikasi Meditasi Mengurangi Stres Kecemasan dan Insomnia? https://t.co/K9OmStDvWW,Bisakah Aplikasi Meditasi Mengurangi Stres Kecemasan dan Insomnia ,bisakah aplikasi meditasi mengurangi stres kecemasan dan insomnia ,"['bisakah', 'aplikasi', 'meditasi', 'mengurangi', 'stres', 'kecemasan', 'dan', 'insomnia']","['bisa', 'aplikasi', 'meditasi', 'kurang', 'stres', 'cemas', 'dan', 'insomnia']","['aplikasi', 'meditasi', 'stres', 'cemas', 'insomnia']"
